Flow ID,Src IP,Src Port,Dst IP,Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
172.16.0.5-192.168.50.1-645-11099-17,172.16.0.5,645,192.168.50.1,11099,17,01/12/2018 09:43:53 a.m.,723,97,1,42680.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,5.9640387275242046E7,135546.33471645918,7.45360824742268,14.64156513332043,51.0,0.0,723.0,7.531249999999998,14.698337267223549,51.0,0.0,0,0,0,0,0,0,0,0,0,776,8,134163.20885200554,1383.1258644536654,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,444.48979591836735,440.0,440.0,0,0,0,0,0,0,97,42680,1,440,-1,-1,97,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-530-58508-17,172.16.0.5,530,192.168.50.1,58508,17,01/12/2018 09:43:52 a.m.,4654,7,1,3080.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,756338.6334336054,1718.9514396218306,664.8571428571429,828.4106124725485,1597.0,1.0,4653.0,775.5,848.9319760734661,1597.0,1.0,0,0,0,0,0,0,0,0,0,56,8,1504.082509669102,214.86892995272882,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,495.0,440.0,440.0,0,0,0,0,0,0,7,3080,1,440,-1,-1,7,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-901-31831-17,172.16.0.5,901,192.168.50.1,31831,17,01/12/2018 09:43:52 a.m.,510,39,1,16872.0,440.0,440.0,296.0,432.61538461538464,32.17764456445809,440.0,440.0,440.0,0.0,3.3945098039215684E7,78431.37254901961,13.07692307692308,26.418080546419056,107.0,0.0,509.0,13.394736842105262,26.69703847699946,107.0,0.0,0,0,0,0,0,0,0,0,0,312,8,76470.58823529411,1960.7843137254902,296.0,440.0,432.9756097560976,31.404209753533088,986.2243902439028,0,0,0,0,0,0,0,0,0.0,443.8,432.61538461538464,440.0,0,0,0,0,0,0,39,16872,1,440,-1,-1,39,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-576-23596-17,172.16.0.5,576,192.168.50.1,23596,17,01/12/2018 09:43:53 a.m.,961,25,1,10424.0,440.0,440.0,152.0,416.96,79.74358908401352,440.0,440.0,440.0,0.0,1.1304890738813736E7,27055.150884495317,38.440000000000005,81.84440522519952,403.0,0.0,918.0,38.25000000000001,83.59906906076222,403.0,0.0,0,0,0,0,0,0,0,0,0,200,8,26014.568158168575,1040.5827263267429,152.0,440.0,418.6666666666667,76.86151382644182,5907.692307692308,0,0,0,0,0,0,0,0,0.0,434.7692307692308,416.96,440.0,0,0,0,0,0,0,25,10424,1,440,-1,-1,25,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-688-19292-17,172.16.0.5,688,192.168.50.1,19292,17,01/12/2018 09:43:52 a.m.,60,7,1,2360.0,440.0,440.0,80.0,337.14285714285717,175.66201313073597,440.0,440.0,440.0,0.0,4.6666666666666664E7,133333.33333333334,8.571428571428571,15.522640914238174,43.0,1.0,58.0,9.666666666666668,16.70528858375894,43.0,1.0,0,0,0,0,0,0,0,0,0,56,8,116666.66666666666,16666.666666666668,80.0,440.0,360.0,158.74507866387543,25200.0,0,0,0,0,0,0,0,0,0.0,405.0,337.14285714285717,440.0,0,0,0,0,0,0,7,2360,1,440,-1,-1,7,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-832-18100-17,172.16.0.5,832,192.168.50.1,18100,17,01/12/2018 09:43:52 a.m.,9261,199,1,87560.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,9502213.583846238,21595.939963286903,46.53768844221109,102.31135553494244,701.0,0.0,9260.0,46.767676767676775,102.51911578915126,701.0,0.0,0,0,0,0,0,0,0,0,0,1592,8,21487.960263470468,107.9796998164345,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,440.0,0,0,0,0,0,0,199,87560,1,440,-1,-1,199,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-858-15073-17,172.16.0.5,858,192.168.50.1,15073,17,01/12/2018 09:43:53 a.m.,1151,39,1,17160.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,1.5291051259774111E7,34752.38922675934,29.51282051282051,43.71069470174367,148.0,0.0,1151.0,30.289473684210535,44.023892711177126,148.0,0.0,0,0,0,0,0,0,0,0,0,312,8,33883.57949609036,868.8097306689835,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,451.0,440.0,440.0,0,0,0,0,0,0,39,17160,1,440,-1,-1,39,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-577-53344-17,172.16.0.5,577,192.168.50.1,53344,17,01/12/2018 09:43:54 a.m.,4675,39,1,17016.0,440.0,440.0,368.0,436.3076923076923,16.088822282229042,440.0,440.0,440.0,0.0,3733903.7433155077,8556.14973262032,119.87179487179488,142.20170616475508,410.0,0.0,4674.0,122.99999999999999,142.7441483630481,410.0,0.0,0,0,0,0,0,0,0,0,0,312,8,8342.245989304813,213.903743315508,368.0,440.0,436.4878048780488,15.70210487676654,246.55609756097556,0,0,0,0,0,0,0,0,0.0,447.4,436.3076923076923,440.0,0,0,0,0,0,0,39,17016,1,440,-1,-1,39,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-868-37850-17,172.16.0.5,868,192.168.50.1,37850,17,01/12/2018 09:43:53 a.m.,104,15,1,6600.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,6.76923076923077E7,153846.15384615384,6.933333333333334,16.280868117722306,48.0,0.0,103.0,7.3571428571428585,16.80937075130848,48.0,0.0,0,0,0,0,0,0,0,0,0,120,8,144230.76923076925,9615.384615384615,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,467.5,440.0,440.0,0,0,0,0,0,0,15,6600,1,440,-1,-1,15,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-723-10906-17,172.16.0.5,723,192.168.50.1,10906,17,01/12/2018 09:43:53 a.m.,210,49,1,21560.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,1.0476190476190476E8,238095.23809523808,4.285714285714285,12.291596044994863,49.0,0.0,209.0,4.354166666666665,12.412227299112061,49.0,0.0,0,0,0,0,0,0,0,0,0,392,8,233333.3333333333,4761.9047619047615,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,448.8,440.0,440.0,0,0,0,0,0,0,49,21560,1,440,-1,-1,49,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-787-11514-17,172.16.0.5,787,192.168.50.1,11514,17,01/12/2018 09:43:53 a.m.,54,7,1,2504.0,440.0,440.0,152.0,357.7142857142857,140.5296105045888,440.0,440.0,440.0,0.0,5.451851851851852E7,148148.14814814815,7.714285714285715,17.77370985204726,48.0,0.0,53.0,8.833333333333332,19.198090182793354,48.0,0.0,0,0,0,0,0,0,0,0,0,56,8,129629.62962962964,18518.51851851852,152.0,440.0,376.0,126.99606293110035,16128.0,0,0,0,0,0,0,0,0,0.0,423.0,357.7142857142857,440.0,0,0,0,0,0,0,7,2504,1,440,-1,-1,7,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-887-18118-17,172.16.0.5,887,192.168.50.1,18118,17,01/12/2018 09:43:53 a.m.,1464,37,1,15992.0,440.0,440.0,296.0,432.2162162162162,33.01105465945809,440.0,440.0,440.0,0.0,1.1224043715846995E7,25956.284153005465,39.56756756756758,47.767108942207265,152.0,0.0,1464.0,40.66666666666667,47.967846373526974,152.0,1.0,0,0,0,0,0,0,0,0,0,296,8,25273.224043715847,683.0601092896175,296.0,440.0,432.61538461538464,32.177644564458085,1035.400809716599,0,0,0,0,0,0,0,0,0.0,444.0,432.2162162162162,440.0,0,0,0,0,0,0,37,15992,1,440,-1,-1,37,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-834-670-17,172.16.0.5,834,192.168.50.1,670,17,01/12/2018 09:43:53 a.m.,6315,3,1,1320.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,278701.504354711,633.4125098970704,2105.0,3619.1533540318514,6284.0,0.0,6315.0,3157.5,4421.538702759482,6284.0,31.0,0,0,0,0,0,0,0,0,0,24,8,475.05938242280286,158.3531274742676,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,550.0,440.0,440.0,0,0,0,0,0,0,3,1320,1,440,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-585-42857-17,172.16.0.5,585,192.168.50.1,42857,17,01/12/2018 09:43:53 a.m.,43,3,1,1320.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,4.093023255813953E7,93023.25581395348,14.333333333333334,23.094010767585033,41.0,1.0,42.0,21.0,28.284271247461902,41.0,1.0,0,0,0,0,0,0,0,0,0,24,8,69767.44186046511,23255.81395348837,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,550.0,440.0,440.0,0,0,0,0,0,0,3,1320,1,440,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-747-17072-17,172.16.0.5,747,192.168.50.1,17072,17,01/12/2018 09:43:52 a.m.,958,3,1,744.0,440.0,440.0,152.0,248.0,166.27687752661222,440.0,440.0,440.0,0.0,1235908.1419624218,4175.365344467641,319.33333333333337,550.5037087371286,955.0,1.0,957.0,478.5,673.8727624707798,955.0,2.0,0,0,0,0,0,0,0,0,0,24,8,3131.5240083507306,1043.8413361169103,152.0,440.0,324.8,157.74409656148785,24883.2,0,0,0,0,0,0,0,0,0.0,406.0,248.0,440.0,0,0,0,0,0,0,3,744,1,440,-1,-1,3,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-634-13734-17,172.16.0.5,634,192.168.50.1,13734,17,01/12/2018 09:43:53 a.m.,415,7,1,3080.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,8481927.710843373,19277.10843373494,59.28571428571429,97.68437999618003,265.0,0.0,414.0,69.0,103.23759005323593,265.0,0.0,0,0,0,0,0,0,0,0,0,56,8,16867.469879518074,2409.6385542168673,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,495.0,440.0,440.0,0,0,0,0,0,0,7,3080,1,440,-1,-1,7,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-813-25606-17,172.16.0.5,813,192.168.50.1,25606,17,01/12/2018 09:43:52 a.m.,786,77,1,33880.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,4.3664122137404576E7,99236.64122137404,10.207792207792208,20.999584997364053,100.0,0.0,785.0,10.328947368421053,21.11201121503727,100.0,0.0,0,0,0,0,0,0,0,0,0,616,8,97964.37659033078,1272.264631043257,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,445.64102564102564,440.0,440.0,0,0,0,0,0,0,77,33880,1,440,-1,-1,77,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-594-40066-17,172.16.0.5,594,192.168.50.1,40066,17,01/12/2018 09:43:53 a.m.,21152,199,1,87560.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,4160363.0862329802,9455.370650529501,106.29145728643218,326.6740962008981,3264.0,0.0,21152.0,106.82828282828284,327.4141586389315,3264.0,0.0,0,0,0,0,0,0,0,0,0,1592,8,9408.093797276853,47.276853252647506,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.2,440.0,440.0,0,0,0,0,0,0,199,87560,1,440,-1,-1,199,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-634-640-17,172.16.0.5,634,192.168.50.1,640,17,01/12/2018 09:43:52 a.m.,148,33,1,13800.0,440.0,440.0,80.0,418.1818181818182,87.23010322756078,440.0,440.0,440.0,0.0,9.621621621621622E7,229729.72972972973,4.484848484848484,11.214168527250504,48.0,0.0,147.0,4.593749999999997,11.37586402248482,48.0,0.0,0,0,0,0,0,0,0,0,0,264,8,222972.972972973,6756.756756756757,80.0,440.0,419.42857142857144,84.781478871649,7187.899159663865,0,0,0,0,0,0,0,0,0.0,431.7647058823529,418.1818181818182,440.0,0,0,0,0,0,0,33,13800,1,440,-1,-1,33,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-1019-10051-17,172.16.0.5,1019,192.168.50.1,10051,17,01/12/2018 09:43:52 a.m.,4079,39,1,16872.0,440.0,440.0,296.0,432.61538461538464,32.177644564458085,440.0,440.0,440.0,0.0,4244177.494483942,9806.325079676391,104.58974358974359,152.60901503838218,534.0,0.0,4078.0,107.3157894736842,153.69223463531827,534.0,0.0,0,0,0,0,0,0,0,0,0,312,8,9561.166952684482,245.15812699190977,296.0,440.0,432.9756097560975,31.40420975353308,986.2243902439022,0,0,0,0,0,0,0,0,0.0,443.8,432.61538461538464,440.0,0,0,0,0,0,0,39,16872,1,440,-1,-1,39,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-873-65334-17,172.16.0.5,873,192.168.50.1,65334,17,01/12/2018 09:43:53 a.m.,209,37,1,16280.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,8.0E7,181818.1818181818,5.648648648648651,14.370525808473817,49.0,0.0,207.0,5.75,14.560955620131137,49.0,0.0,0,0,0,0,0,0,0,0,0,296,8,177033.4928229665,4784.688995215311,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,451.57894736842104,440.0,440.0,0,0,0,0,0,0,37,16280,1,440,-1,-1,37,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-832-46140-17,172.16.0.5,832,192.168.50.1,46140,17,01/12/2018 09:43:53 a.m.,1109,33,1,14232.0,440.0,440.0,296.0,431.27272727272725,34.89204129102431,440.0,440.0,440.0,0.0,1.3229936880072137E7,30658.25067628494,33.6060606060606,46.997964978509565,152.0,1.0,1107.0,34.59374999999999,47.40073456283957,152.0,1.0,0,0,0,0,0,0,0,0,0,264,8,29756.537421100093,901.7132551848513,296.0,440.0,431.77142857142854,33.9125915486596,1150.0638655462185,0,0,0,0,0,0,0,0,0.0,444.47058823529414,431.27272727272725,440.0,0,0,0,0,0,0,33,14232,1,440,-1,-1,33,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-701-52919-17,172.16.0.5,701,192.168.50.1,52919,17,01/12/2018 09:43:52 a.m.,1553,39,1,16440.0,440.0,440.0,80.0,421.53846153846155,80.44411141114522,440.0,440.0,440.0,0.0,1.0869285254346427E7,25756.600128783,39.82051282051283,81.3782176321972,400.0,0.0,1553.0,40.86842105263159,82.20349537272487,400.0,0.0,0,0,0,0,0,0,0,0,0,312,8,25112.68512556343,643.915003219575,80.0,440.0,422.4390243902439,78.5105243838327,6163.902439024389,0,0,0,0,0,0,0,0,0.0,433.0,421.53846153846155,440.0,0,0,0,0,0,0,39,16440,1,440,-1,-1,39,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-1013-24058-17,172.16.0.5,1013,192.168.50.1,24058,17,01/12/2018 09:43:54 a.m.,847,21,1,9240.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,1.142857142857143E7,25974.025974025975,40.33333333333333,79.05335750828887,312.0,0.0,846.0,42.300000000000004,80.57823919383537,312.0,0.0,0,0,0,0,0,0,0,0,0,168,8,24793.388429752067,1180.637544273908,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,460.0,440.0,440.0,0,0,0,0,0,0,21,9240,1,440,-1,-1,21,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-754-9541-17,172.16.0.5,754,192.168.50.1,9541,17,01/12/2018 09:43:52 a.m.,1209,61,1,26840.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,2.2564102564102564E7,51282.05128205128,19.81967213114754,31.45870743091718,141.0,0.0,1208.0,20.133333333333336,31.627850131724134,141.0,0.0,0,0,0,0,0,0,0,0,0,488,8,50454.921422663356,827.129859387924,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,447.0967741935484,440.0,440.0,0,0,0,0,0,0,61,26840,1,440,-1,-1,61,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-938-1305-17,172.16.0.5,938,192.168.50.1,1305,17,01/12/2018 09:43:52 a.m.,5836,11,1,4840.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,904729.2666209732,2056.20287868403,530.5454545454545,613.2915071377337,1492.0,1.0,5793.0,579.3,623.5912211626388,1492.0,1.0,0,0,0,0,0,0,0,0,0,88,8,1884.8526387936943,171.35023989033584,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,476.6666666666667,440.0,440.0,0,0,0,0,0,0,11,4840,1,440,-1,-1,11,0,0,0,0,0,0,0,0,0,No Label
172.16.0.5-192.168.50.1-799-10522-17,172.16.0.5,799,192.168.50.1,10522,17,01/12/2018 09:43:52 a.m.,25392,147,1,64680.0,440.0,440.0,440.0,440.0,0.0,440.0,440.0,440.0,0.0,2564587.2715816004,5828.607435412728,172.7346938775509,232.86062991878376,1246.0,0.0,25391.0,173.9109589041096,233.223584341008,1246.0,0.0,0,0,0,0,0,0,0,0,0,1176,8,5789.22495274102,39.38248267170762,440.0,440.0,440.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,442.97297297297297,440.0,440.0,0,0,0,0,0,0,147,64680,1,440,-1,-1,147,0,0,0,0,0,0,0,0,0,No Label
